class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
pose_four_left,0.4882739186286926,0.6135207414627075,-0.40805941820144653,0.9997493624687195,0.5059282183647156,0.5769987106323242,-0.38003021478652954,0.9996727705001831,0.5163024067878723,0.5788306593894958,-0.3797813355922699,0.999544084072113,0.5263640880584717,0.5807026624679565,-0.37980979681015015,0.9997256398200989,0.4758068025112152,0.5758053064346313,-0.3763345777988434,0.999614953994751,0.46621960401535034,0.5767080783843994,-0.3761245608329773,0.9993851184844971,0.4577488303184509,0.577781617641449,-0.3761883080005646,0.9996336698532104,0.5416407585144043,0.5955461263656616,-0.19877655804157257,0.999864935874939,0.4474586546421051,0.5945423245429993,-0.1682254821062088,0.9998822212219238,0.5046218037605286,0.6607144474983215,-0.3416278064250946,0.9996808767318726,0.4721546769142151,0.6548295617103577,-0.3337765634059906,0.9996123909950256,0.5763009190559387,0.775071382522583,-0.1591886430978775,0.9968865513801575,0.40382328629493713,0.7435746192932129,-0.08319512009620667,0.9976693987846375,0.585086464881897,0.48158127069473267,-0.2388877421617508,0.9960004687309265,0.3943434953689575,0.46015721559524536,-0.05541989952325821,0.9974752068519592,0.4626566767692566,0.4420216977596283,0.07949239015579224,0.5058685541152954,0.5145708918571472,0.4908391833305359,0.24497762322425842,0.14455609023571014,0.4336926341056824,0.40945547819137573,0.07761327177286148,0.12304412573575974,0.5320620536804199,0.4821825623512268,0.24142420291900635,0.027239028364419937,0.42971640825271606,0.43744540214538574,0.1414969265460968,0.12151174247264862,0.5349514484405518,0.5068709850311279,0.31405043601989746,0.029154298827052116,0.4475362300872803,0.47020411491394043,0.09889174997806549,0.15443962812423706,0.5337420105934143,0.5424661040306091,0.2655740976333618,0.03494306281208992,0.5477860569953918,1.2932063341140747,-0.07061424851417542,0.16879259049892426,0.42556530237197876,1.2790087461471558,0.0719727948307991,0.11050596833229065,0.5425122380256653,1.660076379776001,-0.04793278127908707,0.016015036031603813,0.435987651348114,1.6565450429916382,0.1708967238664627,0.01315080001950264,0.530713677406311,1.98777174949646,0.19889461994171143,0.0018385436851531267,0.42259877920150757,1.9754422903060913,0.33919745683670044,0.0008533281506970525,0.5367960929870605,2.0383031368255615,0.20989307761192322,0.0014979458646848798,0.41770610213279724,2.0198428630828857,0.3510504364967346,0.003404830116778612,0.5060188174247742,2.0946102142333984,-0.03661639615893364,0.0008786064572632313,0.4267352223396301,2.0966153144836426,0.08788380771875381,0.00209683645516634
pose_four_left,0.4883124828338623,0.6125277876853943,-0.40805816650390625,0.9997715353965759,0.5058583617210388,0.5759390592575073,-0.38004210591316223,0.9996832013130188,0.5159400701522827,0.5776331424713135,-0.3798074722290039,0.9995710849761963,0.5253249406814575,0.5794195532798767,-0.379829466342926,0.9997466802597046,0.47634005546569824,0.5734574198722839,-0.37638038396835327,0.9996330142021179,0.4670000970363617,0.5731408596038818,-0.37618890404701233,0.9994267821311951,0.4585815966129303,0.5730898380279541,-0.376239538192749,0.9996626377105713,0.5392364859580994,0.5942679643630981,-0.1945706009864807,0.9998762011528015,0.4480784833431244,0.5906237959861755,-0.16728521883487701,0.9998916387557983,0.5046221017837524,0.6598809361457825,-0.34129124879837036,0.9997089505195618,0.4721328616142273,0.6545770168304443,-0.3335670828819275,0.9996469616889954,0.5769975185394287,0.769380509853363,-0.15814827382564545,0.9971910119056702,0.403003066778183,0.7382587790489197,-0.08082856237888336,0.9978929162025452,0.5932877659797668,0.4720808267593384,-0.22762028872966766,0.9963098168373108,0.3943531811237335,0.45448553562164307,-0.0036242217756807804,0.997645914554596,0.4622438848018646,0.42869096994400024,0.08139538019895554,0.5086527466773987,0.5142654180526733,0.48507818579673767,0.41997218132019043,0.13914498686790466,0.43230128288269043,0.40943849086761475,0.07519440352916718,0.11611946672201157,0.5323885679244995,0.48597776889801025,0.43226975202560425,0.025077585130929947,0.4298640191555023,0.42891448736190796,0.1409076452255249,0.11402618885040283,0.5331903100013733,0.5075697302818298,0.4933578372001648,0.026735998690128326,0.443416029214859,0.44451114535331726,0.10084167867898941,0.14364279806613922,0.5265082120895386,0.5308433175086975,0.43456950783729553,0.03201955929398537,0.5472202897071838,1.2931756973266602,-0.0680457055568695,0.15700259804725647,0.4180881083011627,1.2816588878631592,0.06930671632289886,0.10309457778930664,0.5434277653694153,1.6734204292297363,-0.011397551745176315,0.01668694242835045,0.42962488532066345,1.673770785331726,0.17661163210868835,0.014660234563052654,0.53433758020401,2.0219385623931885,0.2961568236351013,0.00317985936999321,0.42208749055862427,2.016575574874878,0.38844382762908936,0.0017001584637910128,0.5387227535247803,2.070967674255371,0.31263285875320435,0.0028956879395991564,0.4172043204307556,2.0602989196777344,0.4064819812774658,0.006592582445591688,0.5158601403236389,2.1387901306152344,0.031539540737867355,0.0014348776312544942,0.42938846349716187,2.1418302059173584,0.10512431710958481,0.0036527186166495085
pose_four_left,0.4883710741996765,0.6124316453933716,-0.38221436738967896,0.9997912645339966,0.5058090686798096,0.5754193067550659,-0.35518577694892883,0.9996846914291382,0.5156918168067932,0.5771262645721436,-0.35515525937080383,0.9995894432067871,0.5247154831886292,0.5790154933929443,-0.35508933663368225,0.9997642636299133,0.47659826278686523,0.5718215703964233,-0.3488810658454895,0.9996441602706909,0.4673677086830139,0.5705798268318176,-0.34878233075141907,0.999459445476532,0.45897212624549866,0.569627583026886,-0.348739892244339,0.9996875524520874,0.538215696811676,0.593973696231842,-0.17002303898334503,0.9998857975006104,0.44855326414108276,0.5881279706954956,-0.13067474961280823,0.9998992681503296,0.5045508742332458,0.6598724722862244,-0.3168996572494507,0.9997335076332092,0.4721243977546692,0.6546847224235535,-0.3053551912307739,0.9996770024299622,0.5769641995429993,0.7642406225204468,-0.15378832817077637,0.9974655508995056,0.4030148983001709,0.732312798500061,-0.04731709137558937,0.9980955719947815,0.5940758585929871,0.4713535010814667,-0.21967697143554688,0.9965515732765198,0.3945041298866272,0.45096027851104736,0.025016823783516884,0.9978057742118835,0.45206671953201294,0.41846755146980286,0.11493055522441864,0.5018212795257568,0.5139502286911011,0.4851803183555603,0.42690831422805786,0.13451197743415833,0.4295559823513031,0.4095546305179596,0.09980054199695587,0.10832398384809494,0.5330811738967896,0.49084562063217163,0.43639785051345825,0.02312486805021763,0.4298657476902008,0.42809608578681946,0.1708550751209259,0.10589947551488876,0.5332239866256714,0.5130395889282227,0.49565187096595764,0.024551209062337875,0.43628087639808655,0.44597241282463074,0.13555598258972168,0.13255266845226288,0.5255749225616455,0.5291805863380432,0.4392208158969879,0.029360085725784302,0.5463576912879944,1.2931702136993408,-0.07226765900850296,0.1442093402147293,0.4141823649406433,1.2840718030929565,0.07348905503749847,0.0947357565164566,0.5436756014823914,1.6800233125686646,-0.0191551074385643,0.017431484535336494,0.42688947916030884,1.6846309900283813,0.20943865180015564,0.016516797244548798,0.5388286113739014,2.0375540256500244,0.2638833224773407,0.004812282510101795,0.42396488785743713,2.0337085723876953,0.4280723035335541,0.0024762973189353943,0.5436760783195496,2.087770462036133,0.2776562571525574,0.004761362913995981,0.4192848205566406,2.0767385959625244,0.4476236402988434,0.010566665790975094,0.5224817991256714,2.153841257095337,0.015975620597600937,0.0018940004520118237,0.43863171339035034,2.160801410675049,0.14735114574432373,0.005260291043668985
pose_four_left,0.48833614587783813,0.6095281839370728,-0.3860188126564026,0.9998073577880859,0.5051697492599487,0.5725498795509338,-0.36347299814224243,0.9996819496154785,0.5147438049316406,0.5741428136825562,-0.3635180592536926,0.9996014833450317,0.5233964323997498,0.5759152173995972,-0.3633515238761902,0.9997773766517639,0.4765366017818451,0.5681985020637512,-0.35514748096466064,0.9996475577354431,0.46733585000038147,0.5664926767349243,-0.35505253076553345,0.9994804263114929,0.45896854996681213,0.5652615427970886,-0.3549824655056,0.999705970287323,0.5361716151237488,0.5921538472175598,-0.18595750629901886,0.9998934864997864,0.4485459327697754,0.5858206748962402,-0.13640788197517395,0.9999052882194519,0.5042750835418701,0.6572580337524414,-0.32423537969589233,0.9997549653053284,0.47172561287879944,0.653227686882019,-0.3089490532875061,0.9997031688690186,0.5770987868309021,0.7598481178283691,-0.16519507765769958,0.9977109432220459,0.40129679441452026,0.7300137877464294,-0.06566214561462402,0.9982751607894897,0.5954785943031311,0.46814775466918945,-0.25025805830955505,0.9966927170753479,0.3926751911640167,0.44437843561172485,0.006437165196985006,0.997929573059082,0.452364444732666,0.4187213182449341,0.07368423044681549,0.4966830015182495,0.510090172290802,0.48496145009994507,0.4379957318305969,0.129083052277565,0.43008384108543396,0.41697800159454346,0.059025853872299194,0.10186584293842316,0.5321563482284546,0.49636030197143555,0.45822516083717346,0.02136232703924179,0.4302583336830139,0.42910274863243103,0.13904745876789093,0.09915712475776672,0.5310037136077881,0.5173202753067017,0.5224030017852783,0.022594749927520752,0.4365164637565613,0.4478111267089844,0.09755522012710571,0.12315544486045837,0.5203220248222351,0.529540479183197,0.4546521306037903,0.026997052133083344,0.5471341013908386,1.2933074235916138,-0.07027202844619751,0.13341952860355377,0.41345494985580444,1.2877013683319092,0.07144651561975479,0.08785736560821533,0.5458452105522156,1.6838098764419556,0.000568283605389297,0.018054209649562836,0.42536407709121704,1.6912842988967896,0.22045442461967468,0.018743818625807762,0.5428161025047302,2.04133939743042,0.3212417662143707,0.0062757451087236404,0.4241383969783783,2.042468547821045,0.46476298570632935,0.0029647916089743376,0.546213686466217,2.0909883975982666,0.33844447135925293,0.006247222423553467,0.4196828007698059,2.0863044261932373,0.4863627851009369,0.01287546195089817,0.5306166410446167,2.1603002548217773,0.05072936415672302,0.0024642618373036385,0.44024795293807983,2.168689489364624,0.17846234142780304,0.006620161700993776
pose_four_left,0.48834627866744995,0.6122006773948669,-0.3790655732154846,0.9998232126235962,0.5050528049468994,0.5735763311386108,-0.35458290576934814,0.9996813535690308,0.5144834518432617,0.574949324131012,-0.3546075224876404,0.999614953994751,0.5230662226676941,0.5765551328659058,-0.3545018136501312,0.9997909069061279,0.4765607416629791,0.5688058137893677,-0.3477729260921478,0.9996542930603027,0.4673607349395752,0.5666593909263611,-0.3476763069629669,0.9995052218437195,0.45900726318359375,0.565562903881073,-0.34761711955070496,0.9997256398200989,0.5352209210395813,0.5921788811683655,-0.17375430464744568,0.9999009966850281,0.44852352142333984,0.5857898592948914,-0.13194876909255981,0.9999113082885742,0.5039616823196411,0.6599002480506897,-0.3150448799133301,0.9997749328613281,0.4716976284980774,0.6569785475730896,-0.30231809616088867,0.9997279047966003,0.5769850015640259,0.7579894065856934,-0.15483714640140533,0.9979336857795715,0.4003652036190033,0.7288802266120911,-0.060317642986774445,0.9984397292137146,0.5954338312149048,0.4660465717315674,-0.23276495933532715,0.9967873692512512,0.39272865653038025,0.44144004583358765,0.011784772388637066,0.9980254769325256,0.4501647353172302,0.4183352291584015,0.0824781283736229,0.4908522069454193,0.5032521486282349,0.48218128085136414,0.43109330534935,0.12697377800941467,0.4308873116970062,0.419209748506546,0.06241215020418167,0.0958959236741066,0.522890031337738,0.49602481722831726,0.44806399941444397,0.019937649369239807,0.4303438067436218,0.4292733073234558,0.1441284865140915,0.09295528382062912,0.5206278562545776,0.5170754194259644,0.5060752034187317,0.020978160202503204,0.43466392159461975,0.449171245098114,0.1055678129196167,0.11429812759160995,0.5110253095626831,0.5251296162605286,0.44440484046936035,0.024990208446979523,0.5465167164802551,1.2945425510406494,-0.06950284540653229,0.12238675355911255,0.4117319583892822,1.2916208505630493,0.07066595554351807,0.08078528195619583,0.5462250709533691,1.6903698444366455,0.006802747491747141,0.018802352249622345,0.4249480366706848,1.6980366706848145,0.21668072044849396,0.020655319094657898,0.5452787280082703,2.0505385398864746,0.32814496755599976,0.00842516589909792,0.4265970289707184,2.0527992248535156,0.4550740718841553,0.0036838881205767393,0.5483410954475403,2.100839853286743,0.34569984674453735,0.008879188448190689,0.4224182963371277,2.0973012447357178,0.4762658178806305,0.016299838200211525,0.5350573658943176,2.167938232421875,0.06403633952140808,0.003231479087844491,0.4450919032096863,2.178065061569214,0.17303207516670227,0.008299261331558228
pose_four_left,0.48919034004211426,0.612932562828064,-0.36836495995521545,0.9998378753662109,0.505068302154541,0.5742952227592468,-0.34344857931137085,0.9996838569641113,0.5144745111465454,0.5752700567245483,-0.3434293866157532,0.9996310472488403,0.5230298638343811,0.5766280293464661,-0.3433302640914917,0.999803900718689,0.47700604796409607,0.5702510476112366,-0.33868104219436646,0.9996634125709534,0.4677998423576355,0.5680180788040161,-0.33859938383102417,0.999531626701355,0.4593258798122406,0.5665741562843323,-0.33854973316192627,0.9997443556785583,0.5348618626594543,0.5921052098274231,-0.16388607025146484,0.9999082088470459,0.44852209091186523,0.5859507322311401,-0.1313253939151764,0.9999175071716309,0.5045024156570435,0.6607191562652588,-0.3045341372489929,0.999793529510498,0.4729383587837219,0.6589619517326355,-0.2947333753108978,0.999751091003418,0.5770012140274048,0.7566367387771606,-0.13871905207633972,0.9981352090835571,0.4003209173679352,0.7278560996055603,-0.06030109524726868,0.9985888600349426,0.5961716771125793,0.463755339384079,-0.21768240630626678,0.996931254863739,0.39004817605018616,0.44017621874809265,0.014290492050349712,0.9981339573860168,0.4507502019405365,0.419267863035202,0.08841664344072342,0.48522627353668213,0.4956204295158386,0.49592849612236023,0.4466712474822998,0.12368045747280121,0.43190494179725647,0.42396241426467896,0.06879816949367523,0.09024924039840698,0.5176210999488831,0.502991795539856,0.4668117165565491,0.01853661797940731,0.4310625493526459,0.43095898628234863,0.15021845698356628,0.08706492930650711,0.5146490335464478,0.5236040949821472,0.5249528288841248,0.019405469298362732,0.4350989758968353,0.4509676694869995,0.11093038320541382,0.10616782307624817,0.5044749975204468,0.5265158414840698,0.4605049192905426,0.02308749035000801,0.546610414981842,1.2948781251907349,-0.06308019906282425,0.11284489929676056,0.41193801164627075,1.2938934564590454,0.06418610364198685,0.07470539957284927,0.547826886177063,1.6924899816513062,0.003766212612390518,0.019575048238039017,0.4251194894313812,1.7001097202301025,0.1842036247253418,0.023074015974998474,0.549235463142395,2.057286262512207,0.30559852719306946,0.010051816701889038,0.4293166697025299,2.0580272674560547,0.3992539644241333,0.004302532412111759,0.5522102117538452,2.1080687046051025,0.3208821415901184,0.01106877252459526,0.4254001975059509,2.102863311767578,0.4182787537574768,0.01915927231311798,0.539736270904541,2.1746907234191895,0.04259095340967178,0.0038192078936845064,0.4502952992916107,2.182508945465088,0.10161565244197845,0.009356245398521423
pose_four_left,0.48913446068763733,0.6128209233283997,-0.3527050018310547,0.9998511075973511,0.5048854351043701,0.5742477178573608,-0.32616937160491943,0.9996822476387024,0.5140815377235413,0.575157880783081,-0.3261508345603943,0.9996421337127686,0.5223613977432251,0.5764465928077698,-0.32608580589294434,0.9998148679733276,0.4769860804080963,0.5703080296516418,-0.3233165144920349,0.9996703267097473,0.46776071190834045,0.5681670904159546,-0.3232947885990143,0.9995551705360413,0.4592796266078949,0.5668080449104309,-0.32325485348701477,0.9997614622116089,0.534116268157959,0.5917805433273315,-0.14091789722442627,0.9999145865440369,0.448444128036499,0.5859899520874023,-0.11927270889282227,0.9999229907989502,0.5044686794281006,0.6607455015182495,-0.28668877482414246,0.999809980392456,0.4727032780647278,0.6592848896980286,-0.2798801362514496,0.9997721314430237,0.5769449472427368,0.7539735436439514,-0.1090722307562828,0.9983165860176086,0.4000681936740875,0.7262839674949646,-0.04934144765138626,0.9987247586250305,0.5974406003952026,0.45954132080078125,-0.16900022327899933,0.9971044063568115,0.3889288604259491,0.4406008720397949,0.008821475319564342,0.998256266117096,0.4702823758125305,0.418314665555954,0.13650164008140564,0.4776677191257477,0.4898398518562317,0.49915286898612976,0.42009830474853516,0.1214693933725357,0.43508148193359375,0.42320218682289124,0.12189038097858429,0.08463189750909805,0.5147820711135864,0.5037066340446472,0.433657169342041,0.0172739177942276,0.4358859062194824,0.42924246191978455,0.19471749663352966,0.08119732141494751,0.5097618699073792,0.5252606868743896,0.4908119738101959,0.0179685540497303,0.4397268295288086,0.44599053263664246,0.15712055563926697,0.09836093336343765,0.5016666650772095,0.5268177390098572,0.43269386887550354,0.02135317027568817,0.5467483401298523,1.2942012548446655,-0.058961205184459686,0.10535966604948044,0.41226911544799805,1.2935765981674194,0.06008116155862808,0.07019880414009094,0.549970269203186,1.6916760206222534,-0.0009256335906684399,0.020639723166823387,0.42532554268836975,1.6988308429718018,0.1562780886888504,0.025166742503643036,0.5502191185951233,2.059311628341675,0.2812884449958801,0.011294042691588402,0.429135262966156,2.0598599910736084,0.3356865644454956,0.005355698987841606,0.5531080961227417,2.110213279724121,0.29410797357559204,0.012921106070280075,0.4252709448337555,2.105689525604248,0.34996670484542847,0.023184509947896004,0.5389372706413269,2.178417921066284,0.006198087241500616,0.00434602377936244,0.44842833280563354,2.185314893722534,0.0433996208012104,0.010497154667973518
pose_four_left,0.4885489344596863,0.6138695478439331,-0.3625512719154358,0.9998635053634644,0.5040985941886902,0.5744380354881287,-0.33596810698509216,0.9996877312660217,0.5133183002471924,0.5751912593841553,-0.3359028995037079,0.9996587038040161,0.521554172039032,0.5764513611793518,-0.3358513414859772,0.9998270273208618,0.475994348526001,0.5709682106971741,-0.3325020372867584,0.9996806383132935,0.4666818082332611,0.5689002275466919,-0.33242660760879517,0.9995793104171753,0.4582788348197937,0.5675633549690247,-0.3324105143547058,0.9997774958610535,0.533352792263031,0.5912526249885559,-0.15209615230560303,0.9999210834503174,0.44780582189559937,0.5861228108406067,-0.12629154324531555,0.9999282360076904,0.5042604804039001,0.6619352698326111,-0.2967328727245331,0.9998254776000977,0.4722580909729004,0.6605738997459412,-0.28906914591789246,0.999791145324707,0.5769215226173401,0.7537094354629517,-0.12041549384593964,0.9984812140464783,0.39957013726234436,0.7265579104423523,-0.05299096181988716,0.9988464117050171,0.5971822738647461,0.457749605178833,-0.18768779933452606,0.9972822070121765,0.3885425329208374,0.4411311745643616,0.007377678994089365,0.9983536601066589,0.469094842672348,0.42292049527168274,0.1278688609600067,0.4704083800315857,0.49224820733070374,0.49863365292549133,0.4405042231082916,0.11676651984453201,0.4347931742668152,0.42530328035354614,0.1154387816786766,0.07929863035678864,0.5150811076164246,0.5043351650238037,0.45836177468299866,0.01596836932003498,0.4347773492336273,0.4304250180721283,0.1902301013469696,0.07573007047176361,0.5121732354164124,0.5254945755004883,0.5193138122558594,0.01652897335588932,0.4392396807670593,0.44699063897132874,0.14964891970157623,0.09109504520893097,0.5039774775505066,0.5271310806274414,0.4544789791107178,0.019620561972260475,0.5470806956291199,1.2954403162002563,-0.059358544647693634,0.09897492080926895,0.41211384534835815,1.2967705726623535,0.06048528105020523,0.06606131792068481,0.5523276925086975,1.697277307510376,-0.0036588027141988277,0.021241959184408188,0.42546015977859497,1.7069225311279297,0.16041962802410126,0.026294969022274017,0.5535053014755249,2.0694119930267334,0.27896904945373535,0.012361654080450535,0.4295418858528137,2.0731139183044434,0.34281229972839355,0.006073077209293842,0.5568879842758179,2.121117353439331,0.2930378317832947,0.014442000538110733,0.42554885149002075,2.120196580886841,0.35787299275398254,0.025549057871103287,0.5417115688323975,2.1889216899871826,0.006935687270015478,0.004833261948078871,0.44823017716407776,2.1984150409698486,0.06711879372596741,0.011340065859258175
pose_four_left,0.4880104064941406,0.613929808139801,-0.34681472182273865,0.9998745918273926,0.5031898021697998,0.5744494199752808,-0.3186696767807007,0.9996878504753113,0.5124490857124329,0.5751613974571228,-0.31861287355422974,0.9996700882911682,0.520682692527771,0.576250433921814,-0.3185534179210663,0.9998365044593811,0.47537127137184143,0.5711145401000977,-0.3159772753715515,0.9996861219406128,0.4661635458469391,0.569060742855072,-0.31593313813209534,0.9995991587638855,0.457841157913208,0.5677208304405212,-0.3159005045890808,0.9997912645339966,0.5325660109519958,0.590409517288208,-0.13146987557411194,0.9999263882637024,0.4471765458583832,0.5861600041389465,-0.1107829362154007,0.9999325275421143,0.5038516521453857,0.662068784236908,-0.2806008458137512,0.9998392462730408,0.47210806608200073,0.6607359051704407,-0.2740352153778076,0.9998081922531128,0.5772516131401062,0.7530792355537415,-0.10619030892848969,0.9986291527748108,0.3989245593547821,0.7299790382385254,-0.051430780440568924,0.998956561088562,0.597061276435852,0.4562201499938965,-0.17440058290958405,0.9974114894866943,0.3879537582397461,0.4430367052555084,0.0055275061167776585,0.9984461665153503,0.4705272614955902,0.4242399334907532,0.130469411611557,0.4591309428215027,0.4925367832183838,0.4938594400882721,0.4173212945461273,0.11586522310972214,0.4348054528236389,0.4254295229911804,0.11574850231409073,0.07412494719028473,0.5156849026679993,0.5039920210838318,0.430868923664093,0.014984849840402603,0.4353047013282776,0.4328259825706482,0.1880292296409607,0.07052352279424667,0.5132006406784058,0.5254266858100891,0.4939703941345215,0.0153932124376297,0.43948397040367126,0.44726860523223877,0.15073169767856598,0.08428382873535156,0.5037363171577454,0.526400089263916,0.4319741129875183,0.01823723316192627,0.5496877431869507,1.2969226837158203,-0.05794220417737961,0.09200888872146606,0.4126042425632477,1.300218939781189,0.059070564806461334,0.06179487332701683,0.5574222207069397,1.7019068002700806,0.011011054739356041,0.020775247365236282,0.42878279089927673,1.7129573822021484,0.1574292778968811,0.0266192015260458,0.5613858103752136,2.077300786972046,0.31606346368789673,0.012713668867945671,0.43810057640075684,2.0811283588409424,0.3455163836479187,0.006533363368362188,0.5658186674118042,2.1293883323669434,0.33207830786705017,0.015248989686369896,0.4341762065887451,2.12776517868042,0.36102530360221863,0.02677292749285698,0.5491246581077576,2.1968331336975098,0.052757732570171356,0.005077734589576721,0.46018487215042114,2.206688165664673,0.058408547192811966,0.0117711266502738
pose_four_left,0.4870365560054779,0.6139224767684937,-0.32119396328926086,0.9998863339424133,0.501883864402771,0.5744577646255493,-0.2938074767589569,0.9997040629386902,0.5111782550811768,0.5751563310623169,-0.29378679394721985,0.9996935129165649,0.519370436668396,0.576164960861206,-0.2936345040798187,0.9998497366905212,0.47474855184555054,0.5712804198265076,-0.29168468713760376,0.9997064471244812,0.4657382071018219,0.5693024396896362,-0.29167479276657104,0.9996312260627747,0.45748472213745117,0.5680771470069885,-0.29158374667167664,0.9998092651367188,0.531428873538971,0.5900038480758667,-0.1097855195403099,0.9999328255653381,0.44690632820129395,0.5866727828979492,-0.0929144024848938,0.9999383687973022,0.5032099485397339,0.6620873212814331,-0.25620612502098083,0.9998537302017212,0.4717537462711334,0.6607749462127686,-0.25041085481643677,0.9998258948326111,0.577017068862915,0.7503537535667419,-0.08699854463338852,0.9987646341323853,0.3989315927028656,0.7300137281417847,-0.043210405856370926,0.9990586638450623,0.5968857407569885,0.45273369550704956,-0.15197648108005524,0.9975395202636719,0.38785797357559204,0.4461020231246948,0.0032734491396695375,0.9985373020172119,0.4603438377380371,0.42434272170066833,0.14065320789813995,0.46318069100379944,0.49347037076950073,0.4930209815502167,0.4292548596858978,0.11632215976715088,0.42115893959999084,0.42516958713531494,0.12266429513692856,0.07096924632787704,0.5204616785049438,0.5036031603813171,0.4400673508644104,0.014087055809795856,0.4192159175872803,0.43089136481285095,0.1912260353565216,0.06703606992959976,0.5135394334793091,0.5262045860290527,0.49854594469070435,0.014355091378092766,0.42828860878944397,0.4466191530227661,0.15904243290424347,0.07911810278892517,0.5042510628700256,0.5317294001579285,0.44118863344192505,0.016957608982920647,0.5507614016532898,1.2966506481170654,-0.05362408608198166,0.08454786241054535,0.4128344655036926,1.3004803657531738,0.05490446835756302,0.05701112374663353,0.5606257319450378,1.703473448753357,0.004870156291872263,0.019973598420619965,0.4307502210140228,1.7137668132781982,0.13869726657867432,0.02579243667423725,0.5667043924331665,2.0811612606048584,0.3078692853450775,0.012730315327644348,0.44314685463905334,2.0823583602905273,0.3244475722312927,0.006538405083119869,0.5717124938964844,2.1325418949127197,0.3254184424877167,0.01567607745528221,0.4387393891811371,2.1286683082580566,0.33967655897140503,0.026660578325390816,0.5535250306129456,2.2004661560058594,0.036336444318294525,0.005235503893345594,0.46710190176963806,2.207481861114502,0.028669435530900955,0.011914919130504131
